index,Date,Season,Year,Month,Holiday,Day of Week,Workday,Weather Description,Average Temperature (Celsius),"Average ""Feels Like"" Temperature",Humidity (0 - 1),Wind Speed,Number of Casual Users,Number of Registered Users,Total Users
549,7/2/12,summer,2012,7,No,1,Yes,Few clouds,28.66,30.20,0.45,0.20,904,5323,6227
550,7/3/12,summer,2012,7,No,2,Yes,Few clouds,28.66,30.20,0.49,0.13,1052,5608,6660
551,7/4/12,summer,2012,7,Yes,3,No,Few clouds,29.13,32.18,0.54,0.13,2562,4841,7403
552,7/5/12,summer,2012,7,No,4,Yes,Few clouds,31.01,34.16,0.46,0.19,1405,4836,6241
553,7/6/12,summer,2012,7,No,5,Yes,Few clouds,31.01,33.50,0.45,0.15,1366,4841,6207
554,7/7/12,summer,2012,7,No,6,No,Few clouds,32.42,36.80,0.49,0.16,1448,3392,4840
555,7/8/12,summer,2012,7,No,0,No,Few clouds,30.54,36.14,0.57,0.13,1203,3469,4672
556,7/9/12,summer,2012,7,No,1,Yes,Clouds or mist,25.37,26.90,0.68,0.18,998,5571,6569
557,7/10/12,summer,2012,7,No,2,Yes,Clouds or mist,25.84,27.56,0.67,0.15,954,5336,6290
558,7/11/12,summer,2012,7,No,3,Yes,Few clouds,25.84,26.90,0.63,0.15,975,6289,7264
559,7/12/12,summer,2012,7,No,4,Yes,Few clouds,25.84,26.90,0.53,0.15,1032,6414,7446
560,7/13/12,summer,2012,7,No,5,Yes,Clouds or mist,26.31,28.22,0.49,0.08,1511,5988,7499
561,7/14/12,summer,2012,7,No,6,No,Clouds or mist,24.90,28.22,0.70,0.14,2355,4614,6969
562,7/15/12,summer,2012,7,No,0,No,Few clouds,27.25,30.86,0.72,0.17,1920,4111,6031
563,7/16/12,summer,2012,7,No,1,Yes,Few clouds,27.72,31.52,0.65,0.16,1088,5742,6830
564,7/17/12,summer,2012,7,No,2,Yes,Few clouds,30.54,34.16,0.51,0.11,921,5865,6786
565,7/18/12,summer,2012,7,No,3,Yes,Few clouds,29.13,33.50,0.58,0.14,799,4914,5713
566,7/19/12,summer,2012,7,No,4,Yes,Few clouds,28.19,30.86,0.60,0.17,888,5703,6591
567,7/20/12,summer,2012,7,No,5,Yes,Clouds or mist,23.49,24.26,0.84,0.21,747,5123,5870
568,7/21/12,summer,2012,7,No,6,No,Light snow or rain,20.20,20.30,0.87,0.21,1264,3195,4459
569,7/22/12,summer,2012,7,No,0,No,Clouds or mist,23.49,24.92,0.76,0.09,2544,4866,7410
570,7/23/12,summer,2012,7,No,1,Yes,Few clouds,26.78,29.54,0.69,0.14,1135,5831,6966
571,7/24/12,summer,2012,7,No,2,Yes,Few clouds,27.25,30.86,0.66,0.21,1140,6452,7592
572,7/25/12,summer,2012,7,No,3,Yes,Few clouds,25.84,26.90,0.45,0.16,1383,6790,8173
573,7/26/12,summer,2012,7,No,4,Yes,Few clouds,28.66,32.84,0.60,0.28,1036,5825,6861
574,7/27/12,summer,2012,7,No,5,Yes,Few clouds,28.66,32.18,0.59,0.15,1259,5645,6904
575,7/28/12,summer,2012,7,No,6,No,Few clouds,27.72,30.20,0.61,0.16,2234,4451,6685
576,7/29/12,summer,2012,7,No,0,No,Few clouds,25.84,28.22,0.62,0.17,2153,4444,6597
577,7/30/12,summer,2012,7,No,1,Yes,Few clouds,26.31,28.88,0.67,0.15,1040,6065,7105
578,7/31/12,summer,2012,7,No,2,Yes,Few clouds,25.37,27.56,0.70,0.17,968,6248,7216
579,8/1/12,summer,2012,8,No,3,Yes,Few clouds,25.84,28.22,0.68,0.14,1074,6506,7580
580,8/2/12,summer,2012,8,No,4,Yes,Few clouds,27.25,30.86,0.66,0.13,983,6278,7261
581,8/3/12,summer,2012,8,No,5,Yes,Clouds or mist,28.19,31.52,0.64,0.22,1328,5847,7175
582,8/4/12,summer,2012,8,No,6,No,Few clouds,29.13,33.50,0.61,0.26,2345,4479,6824
583,8/5/12,summer,2012,8,No,0,No,Few clouds,28.19,32.18,0.65,0.29,1707,3757,5464
584,8/6/12,summer,2012,8,No,1,Yes,Clouds or mist,27.25,30.86,0.65,0.13,1233,5780,7013
585,8/7/12,summer,2012,8,No,2,Yes,Clouds or mist,26.78,30.20,0.70,0.12,1278,5995,7273
586,8/8/12,summer,2012,8,No,3,Yes,Clouds or mist,27.25,30.86,0.67,0.11,1263,6271,7534
587,8/9/12,summer,2012,8,No,4,Yes,Few clouds,27.72,30.20,0.62,0.16,1196,6090,7286
588,8/10/12,summer,2012,8,No,5,Yes,Clouds or mist,25.84,28.22,0.72,0.24,1065,4721,5786
589,8/11/12,summer,2012,8,No,6,No,Clouds or mist,24.43,26.24,0.73,0.21,2247,4052,6299
590,8/12/12,summer,2012,8,No,0,No,Few clouds,24.90,26.24,0.53,0.12,2182,4362,6544
591,8/13/12,summer,2012,8,No,1,Yes,Few clouds,25.84,27.56,0.55,0.14,1207,5676,6883
592,8/14/12,summer,2012,8,No,2,Yes,Few clouds,26.31,28.88,0.69,0.17,1128,5656,6784
593,8/15/12,summer,2012,8,No,3,Yes,Few clouds,25.37,26.90,0.62,0.17,1198,6149,7347
594,8/16/12,summer,2012,8,No,4,Yes,Few clouds,25.84,26.90,0.52,0.14,1338,6267,7605
595,8/17/12,summer,2012,8,No,5,Yes,Few clouds,25.84,-0.16,0.57,0.23,1483,5665,7148
596,8/18/12,summer,2012,8,No,6,No,Few clouds,23.96,24.92,0.60,0.18,2827,5038,7865
597,8/19/12,summer,2012,8,No,0,No,Clouds or mist,22.08,23.60,0.71,0.09,1208,3341,4549
598,8/20/12,summer,2012,8,No,1,Yes,Clouds or mist,22.08,23.60,0.73,0.13,1026,5504,6530
599,8/21/12,summer,2012,8,No,2,Yes,Few clouds,22.55,23.60,0.67,0.07,1081,5925,7006
600,8/22/12,summer,2012,8,No,3,Yes,Few clouds,23.49,24.92,0.68,0.07,1094,6281,7375
601,8/23/12,summer,2012,8,No,4,Yes,Few clouds,24.90,26.24,0.64,0.08,1363,6402,7765
602,8/24/12,summer,2012,8,No,5,Yes,Clouds or mist,24.90,26.90,0.62,0.07,1325,6257,7582
603,8/25/12,summer,2012,8,No,6,No,Clouds or mist,23.02,24.92,0.71,0.24,1829,4224,6053
604,8/26/12,summer,2012,8,No,0,No,Clouds or mist,22.55,23.60,0.85,0.23,1483,3772,5255
605,8/27/12,summer,2012,8,No,1,Yes,Few clouds,24.90,26.90,0.73,0.13,989,5928,6917
606,8/28/12,summer,2012,8,No,2,Yes,Few clouds,26.31,28.22,0.62,0.19,935,6105,7040
607,8/29/12,summer,2012,8,No,3,Yes,Few clouds,24.43,26.24,0.55,0.11,1177,6520,7697
608,8/30/12,summer,2012,8,No,4,Yes,Few clouds,25.37,26.90,0.59,0.08,1172,6541,7713
609,8/31/12,summer,2012,8,No,5,Yes,Few clouds,27.72,29.54,0.59,0.17,1433,5917,7350
610,9/1/12,summer,2012,9,No,6,No,Clouds or mist,27.25,30.20,0.64,0.11,2352,3788,6140
611,9/2/12,summer,2012,9,No,0,No,Clouds or mist,24.90,26.90,0.82,0.06,2613,3197,5810
612,9/3/12,summer,2012,9,Yes,1,No,Few clouds,25.37,27.56,0.79,0.15,1965,4069,6034
613,9/4/12,summer,2012,9,No,2,Yes,Few clouds,26.31,29.54,0.76,0.24,867,5997,6864
614,9/5/12,summer,2012,9,No,3,Yes,Few clouds,26.78,30.86,0.74,0.19,832,6280,7112
615,9/6/12,summer,2012,9,No,4,Yes,Clouds or mist,24.90,27.56,0.81,0.14,611,5592,6203
616,9/7/12,summer,2012,9,No,5,Yes,Few clouds,24.90,27.56,0.74,0.17,1045,6459,7504
617,9/8/12,summer,2012,9,No,6,No,Clouds or mist,23.02,24.26,0.80,0.28,1557,4419,5976
618,9/9/12,summer,2012,9,No,0,No,Few clouds,20.67,22.28,0.55,0.22,2570,5657,8227
619,9/10/12,summer,2012,9,No,1,Yes,Few clouds,19.26,21.62,0.50,0.26,1118,6407,7525
620,9/11/12,summer,2012,9,No,2,Yes,Few clouds,19.26,20.30,0.52,0.09,1070,6697,7767
621,9/12/12,summer,2012,9,No,3,Yes,Few clouds,20.20,21.62,0.58,0.13,1050,6820,7870
622,9/13/12,summer,2012,9,No,4,Yes,Few clouds,20.67,22.28,0.64,0.08,1054,6750,7804
623,9/14/12,summer,2012,9,No,5,Yes,Few clouds,21.61,22.94,0.67,0.10,1379,6630,8009
624,9/15/12,summer,2012,9,No,6,No,Few clouds,20.67,22.94,0.50,0.25,3160,5554,8714
625,9/16/12,summer,2012,9,No,0,No,Few clouds,19.26,20.96,0.57,0.09,2166,5167,7333
626,9/17/12,summer,2012,9,No,1,Yes,Clouds or mist,19.26,20.30,0.73,0.15,1022,5847,6869
627,9/18/12,summer,2012,9,No,2,Yes,Clouds or mist,21.14,21.62,0.87,0.36,371,3702,4073
628,9/19/12,summer,2012,9,No,3,Yes,Few clouds,17.85,19.64,0.54,0.22,788,6803,7591
629,9/20/12,summer,2012,9,No,4,Yes,Few clouds,17.85,18.98,0.62,0.12,939,6781,7720
630,9/21/12,summer,2012,9,No,5,Yes,Few clouds,20.20,21.62,0.67,0.15,1250,6917,8167
631,9/22/12,summer,2012,9,No,6,No,Few clouds,22.55,24.26,0.65,0.28,2512,5883,8395
632,9/23/12,fall,2012,9,No,0,No,Few clouds,16.91,18.32,0.47,0.22,2454,5453,7907
633,9/24/12,fall,2012,9,No,1,Yes,Few clouds,15.97,17.00,0.49,0.14,1001,6435,7436
634,9/25/12,fall,2012,9,No,2,Yes,Few clouds,17.85,19.64,0.57,0.24,845,6693,7538
635,9/26/12,fall,2012,9,No,3,Yes,Few clouds,22.08,23.60,0.63,0.24,787,6946,7733
636,9/27/12,fall,2012,9,No,4,Yes,Clouds or mist,22.55,24.26,0.69,0.13,751,6642,7393
637,9/28/12,fall,2012,9,No,5,Yes,Clouds or mist,21.14,22.94,0.69,0.16,1045,6370,7415
638,9/29/12,fall,2012,9,No,6,No,Few clouds,17.38,18.98,0.54,0.23,2589,5966,8555
639,9/30/12,fall,2012,9,No,0,No,Few clouds,16.91,18.32,0.58,0.13,2015,4874,6889
640,10/1/12,fall,2012,10,No,1,Yes,Clouds or mist,16.44,17.66,0.65,0.09,763,6015,6778
641,10/2/12,fall,2012,10,No,2,Yes,Light snow or rain,19.73,19.64,0.87,0.10,315,4324,4639
642,10/3/12,fall,2012,10,No,3,Yes,Clouds or mist,23.02,23.60,0.79,0.07,728,6844,7572
643,10/4/12,fall,2012,10,No,4,Yes,Clouds or mist,23.02,24.26,0.72,0.12,891,6437,7328
644,10/5/12,fall,2012,10,No,5,Yes,Few clouds,21.14,22.28,0.63,0.11,1516,6640,8156
645,10/6/12,fall,2012,10,No,6,No,Few clouds,17.85,19.64,0.66,0.27,3031,4934,7965
646,10/7/12,fall,2012,10,No,0,No,Clouds or mist,11.74,11.72,0.71,0.14,781,2729,3510
647,10/8/12,fall,2012,10,Yes,1,No,Clouds or mist,9.86,9.74,0.71,0.19,874,4604,5478
648,10/9/12,fall,2012,10,No,2,Yes,Clouds or mist,13.15,13.04,0.76,0.19,601,5791,6392
649,10/10/12,fall,2012,10,No,3,Yes,Few clouds,15.97,17.00,0.63,0.19,780,6911,7691
650,10/11/12,fall,2012,10,No,4,Yes,Few clouds,12.68,12.38,0.46,0.18,834,6736,7570
651,10/12/12,fall,2012,10,No,5,Yes,Few clouds,12.68,12.38,0.54,0.24,1060,6222,7282
652,10/13/12,fall,2012,10,No,6,No,Few clouds,10.33,9.74,0.49,0.15,2252,4857,7109
653,10/14/12,fall,2012,10,No,0,No,Few clouds,16.44,17.66,0.64,0.28,2080,4559,6639
654,10/15/12,fall,2012,10,No,1,Yes,Clouds or mist,18.32,19.64,0.71,0.30,760,5115,5875
655,10/16/12,fall,2012,10,No,2,Yes,Few clouds,14.09,14.36,0.56,0.18,922,6612,7534
656,10/17/12,fall,2012,10,No,3,Yes,Few clouds,13.62,13.70,0.69,0.10,979,6482,7461
657,10/18/12,fall,2012,10,No,4,Yes,Clouds or mist,16.44,17.66,0.73,0.24,1008,6501,7509
658,10/19/12,fall,2012,10,No,5,Yes,Clouds or mist,18.32,19.64,0.82,0.13,753,4671,5424
659,10/20/12,fall,2012,10,No,6,No,Few clouds,14.56,15.02,0.57,0.12,2806,5284,8090
660,10/21/12,fall,2012,10,No,0,No,Few clouds,13.62,14.36,0.51,0.17,2132,4692,6824
661,10/22/12,fall,2012,10,No,1,Yes,Few clouds,15.03,15.68,0.57,0.08,830,6228,7058
662,10/23/12,fall,2012,10,No,2,Yes,Few clouds,17.38,18.98,0.64,0.09,841,6625,7466
663,10/24/12,fall,2012,10,No,3,Yes,Few clouds,19.73,20.96,0.64,0.07,795,6898,7693
664,10/25/12,fall,2012,10,No,4,Yes,Clouds or mist,17.85,18.98,0.80,0.12,875,6484,7359
665,10/26/12,fall,2012,10,No,5,Yes,Clouds or mist,17.85,18.32,0.81,0.13,1182,6262,7444
666,10/27/12,fall,2012,10,No,6,No,Clouds or mist,16.91,18.32,0.72,0.24,2643,5209,7852
667,10/28/12,fall,2012,10,No,0,No,Clouds or mist,14.56,15.02,0.69,0.40,998,3461,4459
668,10/29/12,fall,2012,10,No,1,Yes,Light snow or rain,12.68,13.04,0.88,0.36,2,20,22
669,10/30/12,fall,2012,10,No,2,Yes,Clouds or mist,7.04,4.46,0.83,0.21,87,1009,1096
670,10/31/12,fall,2012,10,No,3,Yes,Clouds or mist,8.92,7.76,0.67,0.17,419,5147,5566
671,11/1/12,fall,2012,11,No,4,Yes,Clouds or mist,9.39,8.42,0.58,0.16,466,5520,5986
672,11/2/12,fall,2012,11,No,5,Yes,Few clouds,8.92,7.76,0.52,0.27,618,5229,5847
673,11/3/12,fall,2012,11,No,6,No,Clouds or mist,7.98,5.12,0.49,0.27,1029,4109,5138
674,11/4/12,fall,2012,11,No,0,No,Few clouds,7.51,5.78,0.53,0.18,1201,3906,5107
675,11/5/12,fall,2012,11,No,1,Yes,Few clouds,7.04,4.46,0.49,0.24,378,4881,5259
676,11/6/12,fall,2012,11,No,2,Yes,Few clouds,5.16,2.48,0.57,0.17,466,5220,5686
677,11/7/12,fall,2012,11,No,3,Yes,Clouds or mist,6.10,1.82,0.55,0.30,326,4709,5035
678,11/8/12,fall,2012,11,No,4,Yes,Few clouds,8.45,6.44,0.33,0.35,340,4975,5315
679,11/9/12,fall,2012,11,No,5,Yes,Few clouds,8.92,7.76,0.54,0.21,709,5283,5992
680,11/10/12,fall,2012,11,No,6,No,Few clouds,10.33,9.74,0.65,0.06,2090,4446,6536
681,11/11/12,fall,2012,11,No,0,No,Few clouds,11.74,11.72,0.66,0.13,2290,4562,6852
682,11/12/12,fall,2012,11,Yes,1,No,Few clouds,15.03,15.68,0.74,0.17,1097,5172,6269
683,11/13/12,fall,2012,11,No,2,Yes,Clouds or mist,7.98,5.12,0.66,0.34,327,3767,4094
684,11/14/12,fall,2012,11,No,3,Yes,Few clouds,5.63,2.48,0.55,0.20,373,5122,5495
685,11/15/12,fall,2012,11,No,4,Yes,Clouds or mist,7.04,5.12,0.62,0.15,320,5125,5445
686,11/16/12,fall,2012,11,No,5,Yes,Few clouds,8.45,7.10,0.52,0.17,484,5214,5698
687,11/17/12,fall,2012,11,No,6,No,Few clouds,7.51,5.78,0.55,0.18,1313,4316,5629
688,11/18/12,fall,2012,11,No,0,No,Few clouds,7.98,6.44,0.69,0.23,922,3747,4669
689,11/19/12,fall,2012,11,No,1,Yes,Clouds or mist,9.86,9.08,0.62,0.24,449,5050,5499
690,11/20/12,fall,2012,11,No,2,Yes,Clouds or mist,9.39,9.08,0.69,0.08,534,5100,5634
691,11/21/12,fall,2012,11,No,3,Yes,Few clouds,8.45,7.76,0.61,0.10,615,4531,5146
692,11/22/12,fall,2012,11,Yes,4,No,Few clouds,7.98,7.10,0.58,0.05,955,1470,2425
693,11/23/12,fall,2012,11,No,5,Yes,Few clouds,9.39,9.08,0.57,0.15,1603,2307,3910
694,11/24/12,fall,2012,11,No,6,No,Few clouds,5.16,0.50,0.40,0.38,532,1745,2277
695,11/25/12,fall,2012,11,No,0,No,Few clouds,3.75,1.16,0.47,0.15,309,2115,2424
696,11/26/12,fall,2012,11,No,1,Yes,Few clouds,6.57,6.44,0.54,0.05,337,4750,5087
697,11/27/12,fall,2012,11,No,2,Yes,Clouds or mist,5.63,2.48,0.79,0.24,123,3836,3959
698,11/28/12,fall,2012,11,No,3,Yes,Few clouds,6.10,3.14,0.51,0.21,198,5062,5260
699,11/29/12,fall,2012,11,No,4,Yes,Few clouds,5.16,3.80,0.56,0.12,243,5080,5323
700,11/30/12,fall,2012,11,No,5,Yes,Few clouds,6.10,5.12,0.65,0.06,362,5306,5668
701,12/1/12,fall,2012,12,No,6,No,Clouds or mist,6.10,5.12,0.81,0.06,951,4240,5191
702,12/2/12,fall,2012,12,No,0,No,Clouds or mist,8.45,7.76,0.82,0.12,892,3757,4649
703,12/3/12,fall,2012,12,No,1,Yes,Few clouds,13.15,14.36,0.77,0.08,555,5679,6234
704,12/4/12,fall,2012,12,No,2,Yes,Few clouds,14.56,15.02,0.73,0.17,551,6055,6606
705,12/5/12,fall,2012,12,No,3,Yes,Few clouds,12.68,12.38,0.49,0.32,331,5398,5729
706,12/6/12,fall,2012,12,No,4,Yes,Few clouds,4.22,1.16,0.51,0.17,340,5035,5375
707,12/7/12,fall,2012,12,No,5,Yes,Clouds or mist,7.04,5.12,0.76,0.13,349,4659,5008
708,12/8/12,fall,2012,12,No,6,No,Clouds or mist,9.86,9.74,0.91,0.10,1153,4429,5582
709,12/9/12,fall,2012,12,No,0,No,Clouds or mist,9.86,9.74,0.91,0.16,441,2787,3228
710,12/10/12,fall,2012,12,No,1,Yes,Clouds or mist,12.68,13.04,0.93,0.19,329,4841,5170
711,12/11/12,fall,2012,12,No,2,Yes,Clouds or mist,8.45,6.44,0.60,0.30,282,5219,5501
712,12/12/12,fall,2012,12,No,3,Yes,Clouds or mist,6.10,3.80,0.54,0.16,310,5009,5319
713,12/13/12,fall,2012,12,No,4,Yes,Few clouds,6.10,3.14,0.49,0.17,425,5107,5532
714,12/14/12,fall,2012,12,No,5,Yes,Few clouds,5.16,3.14,0.64,0.13,429,5182,5611
715,12/15/12,fall,2012,12,No,6,No,Few clouds,7.04,6.44,0.65,0.11,767,4280,5047
716,12/16/12,fall,2012,12,No,0,No,Clouds or mist,8.92,8.42,0.84,0.10,538,3248,3786
717,12/17/12,fall,2012,12,No,1,Yes,Clouds or mist,10.33,10.40,0.91,0.10,212,4373,4585
718,12/18/12,fall,2012,12,No,2,Yes,Few clouds,11.27,11.06,0.67,0.22,433,5124,5557
719,12/19/12,fall,2012,12,No,3,Yes,Few clouds,7.51,6.44,0.63,0.18,333,4934,5267
720,12/20/12,fall,2012,12,No,4,Yes,Clouds or mist,7.51,6.44,0.67,0.13,314,3814,4128
721,12/21/12,winter,2012,12,No,5,Yes,Clouds or mist,7.51,3.80,0.56,0.37,221,3402,3623
722,12/22/12,winter,2012,12,No,6,No,Few clouds,4.69,-0.16,0.44,0.41,205,1544,1749
723,12/23/12,winter,2012,12,No,0,No,Few clouds,3.75,1.16,0.52,0.13,408,1379,1787
724,12/24/12,winter,2012,12,No,1,Yes,Clouds or mist,2.81,1.16,0.79,0.08,174,746,920
725,12/25/12,winter,2012,12,Yes,2,No,Clouds or mist,5.63,3.14,0.73,0.17,440,573,1013
726,12/26/12,winter,2012,12,No,3,Yes,Light snow or rain,3.28,-1.48,0.82,0.32,9,432,441
727,12/27/12,winter,2012,12,No,4,Yes,Clouds or mist,3.75,-0.82,0.65,0.35,247,1867,2114
728,12/28/12,winter,2012,12,No,5,Yes,Clouds or mist,3.75,1.16,0.59,0.16,644,2451,3095
729,12/29/12,winter,2012,12,No,6,No,Clouds or mist,3.75,-0.16,0.75,0.12,159,1182,1341
730,12/30/12,winter,2012,12,No,0,No,Few clouds,4.22,-0.82,0.48,0.35,364,1432,1796
731,12/31/12,winter,2012,12,No,1,Yes,Clouds or mist,2.34,-1.48,0.58,0.15,439,2290,2729
